Timestamp,Channel1,Channel2,Channel3,Action1,Action2
0.475,672.2600409102489,1165.8876122102274,699.4874137028949,Rest,
0.478,673.7668357809587,1165.853195888185,714.6893524753275,Rest,
0.481,670.9289563809581,1165.805385208772,734.8999279618178,Rest,
0.484,668.0408356238407,1165.7282204304004,733.8331858912928,Rest,
0.487,667.6103356612128,1165.8002896070825,710.7078356394571,Rest,
0.49,667.5714054788834,1165.7538784448955,709.3061005241991,Rest,
0.494,669.7310787118768,1165.616214944865,711.8478401717949,Rest,
0.497,668.5196034335618,1165.8122612014129,705.1153040069704,Rest,
0.5,665.7821972110506,1165.6731898395049,715.259562165685,Rest,
0.503,665.7384938881986,1165.8913804163194,718.4794775819156,Rest,
0.506,665.5583418081214,1165.809812046267,725.9173746010512,Rest,
0.509,663.053011662127,1165.7159114737406,703.3701978171108,Rest,
0.512,666.6241445093327,1165.8295596634816,688.5392938303106,Rest,
0.515,668.961681003771,1165.78187713407,691.8630071715125,Rest,
0.518,669.3646299081599,1165.751420349052,697.5744584291527,Rest,
0.521,669.3741064517625,1165.7398069786796,709.7818761803957,Rest,
0.524,666.13679720602,1165.8038098578227,698.627723291841,Rest,
0.527,663.5037950877899,1165.84331224481,687.7238902716506,Rest,
0.53,662.9062858708246,1165.7897175299784,686.8635251359374,Rest,
0.533,662.8709325636545,1165.8174700519407,678.2731978026865,Rest,
0.536,664.2549346989315,1165.8400226640729,679.5431047133333,Rest,
0.539,663.9405326772371,1165.786361192031,682.2388425158075,Rest,
0.542,659.536601845813,1165.8420569708414,700.6924689641558,Rest,
0.545,660.1615107252014,1165.879262790592,699.2192291282688,Rest,
0.548,660.2322507181467,1165.8206261182577,689.4462626512363,Rest,
0.551,662.425394347357,1165.808431006483,687.1520343008083,Rest,
0.554,665.6012124539867,1165.818039276366,672.0047017341496,Rest,
0.557,669.9803119874373,1165.8383966491695,683.8491009293915,Rest,
0.56,670.7588518570485,1165.8311028279188,682.5848516923012,Rest,
0.563,669.5232110647215,1165.8531988684176,695.5205941820853,Rest,
0.566,668.3078745970577,1165.9048761015983,689.9621814444281,Rest,
0.569,670.185151718277,1165.8966840382438,678.8421170523307,Rest,
0.572,670.9549791759227,1168.3387587474297,674.9465793307518,Rest,
0.575,669.0465431268863,1165.7504476011334,680.3030121687665,Rest,
0.578,670.4919589152287,1165.8505679190837,691.1910243262082,Rest,
0.581,672.7819183804892,1165.8732606021476,696.0543657606084,Rest,
0.584,675.9644426065018,1165.9675867518886,687.3456367666288,Rest,
0.587,675.0981438276939,1165.8800948715323,680.8548070019253,Rest,
0.59,671.7062236912517,1165.8367914958944,674.100980055449,Rest,
0.593,670.3495473086294,1165.6919659008938,665.1521450462515,Rest,
0.596,668.4525511804284,1166.0507483542858,677.9688039980894,Rest,
0.599,668.7070225127962,1165.8518059077032,693.0936614386632,Rest,
0.602,669.3094503056348,1165.7261110217703,687.1658935744636,Rest,
0.605,672.8950146311539,1165.8508897842037,687.0039006476284,Rest,
0.609,672.7131065980323,1165.8246172457477,685.9120370044752,Rest,
0.612,671.7417856147034,1165.7684589348387,670.4664171298048,Rest,
0.615,670.6575358697814,1165.8493150293011,670.1771962853904,Rest,
0.618,670.7885641799645,1165.7448721819965,682.4636337117712,Rest,
0.621,670.1085811982848,1165.7391882823931,688.2660202105069,Rest,
0.624,666.6008009434701,1165.7643760161848,687.7340004127026,Rest,
0.627,669.1812943436258,1165.78534433667,682.6839360814018,Rest,
0.63,670.6975425121238,1165.7632900194276,655.9721101489198,Rest,
0.633,671.7837735156743,1165.8752561658926,660.5649036842469,Rest,
0.636,674.3489807068087,1165.8190746091693,665.1780653212148,Rest,
0.639,672.8706548059768,1165.7623023703459,677.1376952097053,Rest,
0.642,673.3830450037772,1165.6978071567783,675.8223171022316,Rest,
0.645,674.3252473265228,1165.727569547602,694.6556680984102,Rest,
0.648,668.9703600371313,1165.703982198713,679.9409335781256,Rest,
0.651,668.3480463442858,1165.7433236531406,678.3148733752815,Rest,
0.654,667.7685430966071,1165.8252198487783,666.7705687010966,Rest,
0.657,666.3449664527138,1165.839341382902,684.4747524827424,Rest,
0.66,666.2047649866063,1165.938269011768,695.9112937344663,Rest,
0.663,671.6080667505344,1165.9640998797536,696.3238658099015,Rest,
0.666,674.6401238012461,1165.9082080016385,690.5549079841265,Rest,
0.669,673.5399381565974,1165.9118116988911,681.3086356292529,Rest,
0.672,676.2074823626855,1165.8917022814396,686.7947103732479,Rest,
0.675,676.9318040528063,1165.81017623069,675.152923483005,Rest,
0.678,676.9714292253767,1165.8940650098402,686.016450049454,Rest,
0.681,673.201470756706,1165.7983387468264,690.5396998571991,Rest,
0.684,672.9792616342618,1165.8938766591402,688.887116776361,Rest,
0.687,673.5530064765222,1165.9037215594913,674.0299730336634,Rest,
0.69,677.9125062122948,1165.9047497397362,666.3741959779496,Rest,
0.693,673.4375141188519,1165.6924939981095,661.7142643587904,Rest,
0.696,670.9749121636047,1165.8631921843519,678.9470003780127,Rest,
0.699,672.5724992242455,1165.723453250343,693.6775933119766,Rest,
0.703,675.2568650551874,1165.8324624100283,698.2778749797195,Rest,
0.706,677.273642691808,1165.7003957868094,677.7195862197383,Rest,
0.709,675.9351332110325,1165.813997484922,671.1558873839244,Rest,
0.712,675.2075863131984,1165.8321858444435,667.600481820164,Rest,
0.715,674.6632730559436,1165.8428294471298,669.7204231882599,Rest,
0.718,672.5931802503086,1165.8057487971482,683.0177823326328,Rest,
0.721,670.3524679365715,1165.7881397948431,685.4372525736395,Rest,
0.724,667.8258762152047,1165.7563395209718,694.08760596366,Rest,
0.727,668.7426237753181,1165.8497084200035,679.5167004485966,Rest,
0.73,671.7068715938177,1165.8185703538145,664.9306523717228,Rest,
0.733,670.4176134368912,1165.788118933215,663.8763861508829,Rest,
0.736,672.8491577922293,1165.9562934584967,684.4330542603795,Rest,
0.739,674.242891579019,1165.7332969586012,681.7044725065795,Rest,
0.742,673.481250820309,1165.828235248117,692.4215802456832,Rest,
0.745,672.4788603161406,1165.858932239882,687.885132179872,Rest,
0.748,672.107721818414,1165.721343841713,684.2723702516997,Rest,
0.751,669.8606425357631,1165.8658618767097,667.7258160979528,Rest,
0.754,671.0165179987571,1165.7591850470526,663.5920743455976,Rest,
0.757,671.6367759271593,1165.8532942358606,672.4827536920016,Rest,
0.76,669.7361677570543,1165.8225263145598,693.8407264758023,Rest,
0.763,670.1431131533519,1165.6841231207995,695.7129920378914,Rest,
0.766,667.9335299651062,1165.8284361157937,692.1221407797505,Rest,
0.769,667.8329769173833,1165.8223892238605,673.0851069790252,Rest,
0.772,668.2813308574356,1165.8275348934574,664.0519081416021,Rest,
0.775,671.5041847830039,1165.909606922818,667.1452006274701,Rest,
0.778,671.8815817691781,1165.996124267116,685.4689509235562,Rest,
0.781,671.5419812848546,1165.7751865118964,696.3146980183957,Rest,
0.784,670.6319547452873,1165.787009094597,702.1890464054402,Rest,
0.787,667.8804925537696,1165.7694495641529,682.7255925805083,Rest,
0.79,667.7207771206829,1165.8033175233982,680.8526660028298,Rest,
0.793,669.9533951226944,1165.999354839248,676.027810100056,Rest,
0.796,670.3193664931496,1165.715213503267,683.0867705448593,Rest,
0.799,668.7830685118519,1165.8456785494898,676.0978604671789,Rest,
0.802,671.9077321180978,1165.8358634514645,680.3740054814822,Rest,
0.805,672.1266945751541,1165.8729947654003,680.5220014479162,Rest,
0.808,670.8208985115168,1165.9288216744449,693.2692525707785,Rest,
0.811,670.9297115718974,1165.9191645287472,672.1776821825125,Rest,
0.814,671.3670851429803,1165.8834327320376,672.2416445304924,Rest,
0.817,670.13741018026,1165.824574926445,680.6570190974496,Rest,
0.82,668.5359059018976,1165.8877582416246,691.3539965574737,Rest,
0.823,669.8638617830112,1165.646857696397,700.7738114325775,Rest,
0.826,670.8009768487187,1165.9038282518181,687.4983772633525,Rest,
0.829,668.2173989078282,1165.8248592406344,676.4436038069252,Rest,
0.832,666.1229200509691,1165.8209599043082,677.7820781209562,Rest,
0.836,667.5781682226858,1165.7939142935174,679.1983251808077,Rest,
0.839,666.4397599029255,1165.7670695504032,685.0212800528145,Rest,
0.842,669.4419073393234,1165.9076435455852,691.688884101973,Rest,
0.845,672.3992195605301,1165.6997609972668,690.2546167677184,Rest,
0.848,675.6675750812977,1165.8735347835463,694.9085664640148,Rest,
0.851,675.5542779629562,1165.9087837825755,677.0844932895295,Rest,
0.854,673.8178561708755,1165.327572265574,681.9781693194114,Rest,
0.857,674.3466489728271,1165.9450675183616,681.3111533297483,Rest,
0.86,673.1736318079986,1165.9351069849856,695.3348762196155,Rest,
0.863,672.3096027743343,1165.7461280520115,695.990591167282,Rest,
0.866,671.8661376078293,1165.7875246748358,703.6573760101052,Rest,
0.869,670.1072919496646,1165.8463616188003,676.9524415674736,Rest,
0.872,670.7851816159704,1165.8138896005023,668.9629636958795,Rest,
0.875,668.5548560088702,1165.757934541456,676.4576758691878,Rest,
0.878,669.7026973608372,1165.8388651417333,689.7641366439028,Rest,
0.881,670.5752754897208,1165.7530451718624,692.6779213759805,Rest,
0.884,669.614210678841,1165.882525549236,701.3186873577461,Rest,
0.887,668.1333110491408,1165.9030235890177,704.8569667168816,Rest,
0.89,671.2164540548866,1165.8149249333053,681.8367829128244,Rest,
0.893,672.9141161339421,1165.7944489472447,673.2203147673982,Rest,
0.896,669.4280212435748,1165.7555634684043,671.7320873417958,Rest,
0.899,671.3998939275615,1165.8297843730193,705.3211921836366,Rest,
0.902,669.5786129925982,1165.7652134615437,709.6836709599103,Rest,
0.905,672.0732011882307,1165.744311302222,696.3575245568186,Rest,
0.908,673.8420705607022,1165.7513154448648,685.0456249768287,Rest,
0.911,674.0827326873223,1165.789848064166,669.4000869274244,Rest,
0.914,673.6753009170652,1165.8593166898866,675.4651213246729,Rest,
0.917,672.0732482759056,1165.800623393133,680.9188372992083,Rest,
0.92,673.2257709772314,1165.8823860743505,693.238436965756,Rest,
0.923,670.1164257665188,1165.8934415451815,705.038234596042,Rest,
0.926,671.5706672156653,1165.8929909340131,687.8392699765288,Rest,
0.929,672.9966328140059,1165.8303923404685,675.159199852848,Rest,
0.932,672.261646063524,1165.9703351223868,666.2033517603102,Rest,
0.935,672.3571511932792,1165.815721847501,665.048376923606,Rest,
0.938,670.8508075297841,1165.8538282935415,669.1618203117633,Rest,
0.942,669.0969376679585,1165.9037662629803,685.1260262877972,Rest,
0.945,667.2315516747894,1165.725510802926,699.1605125857011,Rest,
0.948,667.1124788656806,1165.7844258289845,688.6011312724509,Rest,
0.951,667.6808002806664,1165.8787287329112,672.2301855361683,Rest,
0.954,669.9941563599295,1165.8676613411499,668.2520959677811,Rest,
0.957,672.2711857880576,1165.8084548483437,673.5672364911123,Rest,
0.96,671.7167927881233,1165.907209027673,689.9815839507083,Rest,
0.963,668.6449079090247,1165.7417816807963,702.3850151759405,Rest,
0.966,665.9081150183815,1165.7765019865635,696.6995831369857,Rest,
0.969,665.212706352795,1165.8378268286976,688.4939621083691,Rest,
0.972,664.8053371674224,1165.8149940747016,671.3253386408494,Rest,
0.975,664.3613951637024,1165.8599699568713,672.2200551295347,Rest,
0.978,665.0634354428572,1165.8528680625996,688.7004409671356,Rest,
0.981,669.6973484393774,1165.8255035669213,701.4979328510681,Rest,
0.984,671.2824381926582,1165.9323657670457,695.8622325494566,Rest,
0.987,670.0590515207114,1165.8066112764611,677.9122022285702,Rest,
0.99,670.256997973561,1165.7705748999804,671.8384661481936,Rest,
0.993,669.873428329638,1165.897450554067,666.4358927531115,Rest,
0.996,671.9046982413171,1165.8706618393257,675.4139960305686,Rest,
0.999,672.0758977026818,1165.8498520672144,676.672828396896,Rest,
1.002,672.3050418263724,1165.765884609924,696.2481029329423,Rest,
1.005,670.623039081459,1165.7496840655426,695.3446335011283,Rest,
1.008,669.2622207715774,1165.820047357088,671.5693338596027,Rest,
1.011,668.1098268162998,1165.8707846249085,667.4000266075166,Rest,
1.014,668.9381771013948,1165.9302295363223,664.5402818370202,Rest,
1.017,670.927286854659,1165.7817162015099,681.5561320252576,Rest,
1.02,670.5746222227361,1166.1127205029393,692.9644558387346,Rest,
1.023,668.4968338604967,1165.8194060110338,696.9743641584354,Rest,
1.026,667.8556904620755,1165.9612001134396,692.8494224368837,Rest,
1.029,664.1912870635136,1165.8156229037788,679.5679783306095,Rest,
1.032,665.4043615346386,1165.8413828422288,667.7383783743833,Rest,
1.035,666.4153965014692,1165.9132285014664,669.7640573697158,Rest,
1.038,670.2936637751656,1165.7816387154626,686.5535320703425,Rest,
1.041,671.0160679836355,1165.8824421027234,691.1598093700181,Rest,
1.045,671.1012036921029,1165.798431134037,683.0468771513554,Rest,
1.048,667.47184902094,1165.8926690688932,674.4945412271668,Rest,
1.051,667.7390906499733,1165.6910086501848,680.3965157743115,Rest,
1.054,666.4042206292415,1165.8025122645513,668.4415076305279,Rest,
1.057,669.0882622108772,1165.9308768428418,670.7863450987751,Rest,
1.06,668.280791435336,1165.7713056530124,690.0248485833226,Rest,
1.063,668.2095352661056,1165.8556623286797,688.298759853692,Rest,
1.066,671.1048038130765,1165.8742244093685,681.088166366597,Rest,
1.069,671.8868824108699,1165.8804203129316,678.6811076022515,Rest,
1.072,670.6277812275625,1165.8605940175764,680.0042086844693,Rest,
1.075,670.7071901210774,1165.8374805256701,698.2046119218602,Rest,
1.078,671.5529825154522,1165.7156849760634,710.5896193491959,Rest,
1.081,671.3543291514312,1165.9726799693917,718.2087538491194,Rest,
1.084,669.7138875381812,1165.8901036846762,701.932221881416,Rest,
1.087,670.6976974842188,1165.8242953806275,683.6880533323351,Rest,
1.09,670.9237749485701,1165.8326597014259,681.0360456748064,Rest,
1.093,671.8403216410067,1165.9822286346232,667.5650957304354,Rest,
1.096,671.7477073368677,1165.7768512698235,663.4149358767195,Rest,
1.099,672.7184424064686,1165.8616978957293,678.162488122283,Rest,
1.102,670.3324950137728,1165.8881546125597,690.8354486030875,Rest,
1.105,666.6955753201933,1165.8461828048446,699.5994811772682,Rest,
1.108,667.4423006108166,1165.8423728754965,687.1843084316621,Rest,
1.111,666.406849790436,1165.9945340150039,684.790396665382,Rest,
1.114,664.2761634917454,1165.9272403630305,685.418052127129,Rest,
1.117,663.0842212538982,1165.8170581837962,681.000414013912,Rest,
1.12,664.349292439138,1165.8564830847363,700.6668085654745,Rest,
1.123,666.589402745891,1165.996300100839,697.4379643723922,Rest,
1.126,665.9108121288791,1165.8808822489837,683.6303411281516,Rest,
1.129,666.3629551366514,1165.9350652617293,673.5403196263694,Rest,
1.132,668.7420026948455,1165.8910013307334,660.6308037794595,Rest,
1.135,669.1140161888619,1165.8653522569361,680.1014417530824,Rest,
1.138,668.9757763118478,1165.9667046030409,697.994446515375,Rest,
1.141,667.3217996742486,1165.8091259967239,705.5151618141128,Rest,
1.144,667.7828333118955,1165.9210766459794,694.2085843334895,Rest,
1.147,667.38394169616,1165.883196697616,683.8969122048512,Rest,
1.15,667.0908542979782,1165.9286309395588,679.1217266466292,Rest,
1.153,667.5401815819956,1166.0588778327558,665.430392078208,Rest,
1.156,665.4398066329726,1165.9154297012603,673.1692371570155,Rest,
1.159,664.9187648199517,1165.8954222077634,681.3896520602289,Rest,
1.162,663.5494427143863,1165.9516812505342,697.4565765209885,Rest,
1.165,665.8374244972973,1165.9055734760252,689.5479511675776,Rest,
1.168,668.1854621393039,1165.9621067001947,673.8688056312568,Rest,
1.171,668.9628385261104,1165.8318687476956,665.6386596725773,Rest,
1.174,669.807843543034,1165.926082840691,674.3313985265969,Rest,
1.177,669.8321473398385,1165.8563364572926,681.4446158939143,Rest,
1.18,667.5401213812972,1165.8377517268361,697.1605595541668,Rest,
1.183,664.9576955983276,1165.8462120111242,694.2446511083425,Rest,
1.186,663.8049046760684,1165.8406997729182,690.6234783677432,Rest,
1.189,664.2061006076456,1165.8314068116435,681.9298782265041,Rest,
1.193,664.0966521616759,1165.8422506859602,670.1750147551315,Rest,
1.196,663.3609590960692,1165.9108657730658,668.2468364532991,Rest,
1.199,665.5066472895917,1165.832536915843,681.7666496952354,Rest,
1.202,668.355898065078,1165.897674667558,696.9230660108407,Rest,
1.205,667.7495375573084,1165.9292603646827,695.4041052346355,Rest,
1.208,668.081549773401,1165.9167129894154,682.6840642314033,Rest,
1.211,670.0276923212639,1165.7954246753961,676.511047066575,Rest,
1.214,671.5140821354487,1165.8421940615408,690.2847725492445,Rest,
1.217,671.383286283408,1165.8167506237926,687.521448435956,Rest,
1.22,667.1629806951262,1165.848457914407,692.937941305392,Rest,
1.223,666.5337963740583,1165.8717931356184,707.6112076772699,Rest,
1.226,666.636592940878,1165.8977491733729,708.6982707617606,Rest,
1.229,665.8552123135581,1165.8778394315052,692.6999852299673,Rest,
1.232,668.2538799350118,1165.9012873055085,675.9924895754444,Rest,
1.235,669.3882053361184,1165.9398205208565,687.7534780208442,Rest,
1.238,668.0966839905601,1165.890004740954,694.7559427924087,Rest,
1.241,667.0647063332447,1165.8662499029933,693.8620714976872,Rest,
1.244,666.5474601444555,1165.8461530025188,708.7047438269548,Rest,
1.247,668.0426201871181,1165.8150805014468,694.1481458125288,Rest,
1.25,666.2682499013245,1165.8086813460209,676.5260584981511,Rest,
1.253,670.3273880871997,1165.8211804415203,675.7122058525331,Rest,
1.256,666.0711796368574,1165.8806706524695,683.1126467123803,Rest,
1.259,666.1069030889157,1165.8928329816858,697.163831849555,Rest,
1.262,667.7033117655888,1165.8984739659397,698.3368066950806,Rest,
1.265,669.4256614954068,1165.7916737546532,696.1905337799232,Rest,
1.268,672.1644678311906,1165.8814282275948,680.6249446421796,Rest,
1.271,675.1928198567414,1165.797685479842,663.6875002011657,Rest,
1.274,674.9236595539641,1165.792065357216,669.9706846440655,Rest,
1.277,676.154099244368,1165.873272523078,690.0550586050819,Rest,
1.28,676.5466024335149,1165.816401936579,698.6570291110312,Rest,
1.283,667.7732840506177,1165.769167038103,705.5045444374733,Rest,
1.286,665.8157129068032,1165.8839304308808,704.3223934557907,Rest,
1.289,664.4659983475207,1165.8390320347585,686.3181109807624,Rest,
1.292,666.9213434364013,1165.9731717077698,675.5057460672552,Rest,
1.295,669.5354026002171,1165.9506465137777,680.7313675560197,Rest,
1.298,667.950222843912,1165.9589422892263,692.8209153200287,Rest,
1.301,668.4187529586259,1165.957644695955,691.5469940360778,Rest,
1.304,668.0851177078625,1165.9031934622756,692.863279326353,Rest,
1.307,669.5381140158312,1165.9228790906523,684.8396658706266,Rest,
1.31,672.2086628924206,1166.0024513009132,676.2735767690631,Rest,
1.313,670.9326715389099,1165.7502330243865,665.124449744755,Rest,
1.316,669.7828638294773,1165.9824348667187,689.8072784909342,Rest,
1.319,669.8253249913842,1165.8944053524024,707.0123084798227,Rest,
1.322,667.9251346498888,1165.7082063803919,699.0106778157566,Rest,
1.325,667.216468717631,1165.8225108173503,691.702824437955,Rest,
1.328,670.3092444311671,1165.8273322376408,687.6561352796716,Rest,
1.331,673.3206109190716,1165.8905119765416,668.958752627224,Rest,
1.335,673.099011552216,1165.870834692816,676.2114019645932,Rest,
1.338,676.0111255659015,1165.8981222984937,678.8674734672873,Rest,
1.341,676.2532939020746,1165.8241725950447,696.3308163083573,Rest,
1.344,674.9937462799246,1165.8185220740463,694.8446088844072,Rest,
1.347,674.8216271187814,1165.8010120154634,683.1153170007846,Rest,
1.35,674.7489070593008,1165.783223603156,660.330566207238,Rest,
1.353,674.7881084427963,1165.9647149997609,675.093818318107,Rest,
1.356,675.4018700601899,1165.7685525141421,683.2751891941058,Rest,
1.359,673.5977063891538,1165.8035446171218,695.5504829347709,Rest,
1.362,670.9262068183668,1165.8085531960194,704.4998692869984,Rest,
1.365,669.5743506639421,1165.820793011283,695.6315166510959,Rest,
1.368,668.2691810451962,1165.9554279989513,684.9447739058463,Rest,
1.371,670.1954972977039,1165.8962930317275,682.7264014156343,Rest,
1.374,668.7075172314069,1165.8276064190395,676.5941365473433,Rest,
1.377,669.0465490873514,1165.8997059940941,681.9982465503509,Rest,
1.38,671.4459266002091,1165.8899540769999,688.6286656413872,Rest,
1.383,669.3972175594828,1165.9315539516872,681.010225535658,Rest,
1.386,670.9690053426034,1165.8103788865064,678.1564591117452,Rest,
1.389,668.9426760605187,1165.9765363903684,665.376313373603,Rest,
1.392,667.3242375045106,1165.8354307216919,662.664040048604,Rest,
1.395,667.535834614734,1165.8839608292533,674.9243551402516,Rest,
1.398,668.3941380255387,1165.8058501250566,685.2748704284276,Rest,
1.401,670.8261067659982,1165.9819425322942,694.9074810633041,Rest,
1.404,670.4507142842667,1165.8702744090883,696.1128611699178,Rest,
1.407,668.9401047158366,1165.990402816582,685.5939508192481,Rest,
1.41,671.0103638184504,1165.7931126109495,671.3524975004789,Rest,
1.413,669.9755924911013,1166.0082418928434,669.5805823302964,Rest,
1.416,669.892645465451,1165.956335181753,680.7832689026915,Rest,
1.419,668.3182410381128,1165.9025521162214,682.3870834573606,Rest,
1.422,669.1197877073035,1165.8092303048647,693.7536583845208,Rest,
1.425,664.9100810182191,1165.9577490040956,693.9000074744233,Rest,
1.428,664.1904007423402,1166.0477114972725,677.6400682497106,Rest,
1.431,668.7566386171148,1165.8693046414023,665.6669581731508,Rest,
1.434,671.632092789661,1165.943149440664,677.1475240168004,Rest,
1.437,674.1717403139759,1165.8339847128373,691.1090417038253,Rest,
1.44,674.8475742158382,1165.8910460342224,700.9230990318177,Rest,
1.443,677.5664112051023,1165.6635154084581,703.3477471289333,Rest,
1.446,671.5415813376404,1165.8751101344956,690.8756823391535,Rest,
1.449,669.6831780294392,1165.903837192516,682.6519808354354,Rest,
1.452,669.7303270972164,1165.8042425875954,679.8366582198928,Rest,
1.456,671.6622825458387,1165.907495130002,682.2548177546046,Rest,
1.459,672.348383945034,1165.8842767339083,699.1567264982136,Rest,
1.462,675.5236054090983,1165.9162474770842,711.879294142639,Rest,
1.465,675.0827145675081,1165.8733708707537,700.3142899649489,Rest,
1.468,674.196020864966,1165.747237294583,681.2785275314483,Rest,
1.471,674.6862607820345,1165.9051586276482,669.3687193833255,Rest,
1.474,669.211152697939,1165.8728815165616,672.0007559061952,Rest,
1.477,668.6848185878775,1165.905200946951,672.5383922503462,Rest,
1.48,671.1527164164444,1165.9062386639403,675.9570677229246,Rest,
1.483,673.3232305435217,1165.9383649752574,686.2407018233182,Rest,
1.486,673.2637760953636,1165.842865209921,682.1130826608041,Rest,
1.489,670.8474660929998,1165.8432651571352,666.537922804108,Rest,
1.492,667.538006012202,1165.793175195834,665.0386571930238,Rest,
1.495,665.4950124615445,1165.8384920166125,667.5189974926707,Rest,
1.498,669.7841965894934,1165.8835763792486,686.2409521628562,Rest,
1.501,666.5952642673569,1165.8367259307772,690.1803922868243,Rest,
1.504,665.4036272053274,1165.8202291512762,694.920281758342,Rest,
1.507,665.539028708819,1165.8571816512563,683.2073322781721,Rest,
1.51,664.5328270832094,1165.9435428313664,674.2047428136757,Rest,
1.513,665.412296105897,1165.8609665466506,668.5035119656935,Rest,
1.516,665.026999715209,1165.7929004183889,672.8720030632022,Rest,
1.519,665.2881616697504,1165.7740266053709,691.9703265393169,Rest,
1.522,665.4591668199499,1165.88135372178,707.3258903415073,Rest,
1.525,669.9648976284143,1166.033502940357,702.6573828050355,Rest,
1.528,672.3246708303298,1165.933526269618,685.0220912721265,Rest,
1.531,673.8357405466724,1165.9524924698462,674.6612619949891,Rest,
